geometry,X,Y,School_Type,School_Name,Postal_Town
,144.88946,-37.69303,Primary,School of the Good Shepherd,GLADSTONE PARK
,145.27885,-38.11164,Primary,St Agatha's School,CRANBOURNE
,145.16293,-37.98994,Primary,Resurrection School,KEYSBOROUGH
,144.58464,-37.68092,Primary,St Dominic's School,MELTON
,144.35813,-38.07203,Primary,St Francis Xavier School,CORIO
,144.76315,-37.7246,Pri/Sec,Gilson College,TAYLORS HILL
,146.31054,-36.33875,Secondary,Galen Catholic College,WANGARATTA
,145.23692,-37.79323,Primary,Holy Spirit School,RINGWOOD NORTH
,146.41571,-38.3164,Primary,Lumen Christi School,CHURCHILL
,145.17504,-37.86234,Primary,Holy Saviour Parish School,VERMONT SOUTH
,144.99772,-37.67775,Primary,St Clare's School,THOMASTOWN WEST
,141.66215,-36.32773,Primary,Nhill Lutheran School,NHILL
,144.71746,-37.56839,Primary,St Anne's School,SUNBURY
,145.17721,-37.77444,Primary,Our Lady of the Pines School,DONVALE
,145.19111,-38.15528,Primary,St Jude's School,LANGWARRIN
,144.81963,-37.73374,Primary,St Paul's Kealba Catholic School,KEALBA
,145.19888,-37.94632,Primary,St Elizabeth's School,DANDENONG NORTH
,144.99292,-37.70222,Primary,St Joseph the Worker School,RESERVOIR NORTH
,144.77539,-37.7363,Primary,Resurrection School,KINGS PARK
,144.79909,-37.73889,Secondary,Catholic Regional College St Albans,ST ALBANS
,145.37311,-38.052,Secondary,St Francis Xavier College,BEACONSFIELD
,142.21775,-36.70818,Pri/Sec,Holy Trinity Lutheran College,HORSHAM
,145.13709,-37.68407,Primary,North-Eastern Montessori School,ST HELENA
,145.2153,-37.88014,Pri/Sec,Waverley Christian College,VERMONT
,145.0105,-37.85823,Pri/Sec,The King David School,MALVERN
,144.7249,-37.85084,Pri/Sec,Westbourne Grammar School,WERRIBEE
,144.33011,-38.20252,Primary,Nazareth School,GROVEDALE
,144.82052,-37.71063,Primary,St Augustine's Primary School,KEILOR
,144.5729,-37.70966,Primary,St Anthony's School,MELTON SOUTH
,145.11911,-37.68219,Primary,St Thomas the Apostle School,GREENSBOROUGH NORTH
,145.23507,-37.85338,Primary,St Luke's School,WANTIRNA
,144.81962,-37.80028,Primary,St Peter's School,SUNSHINE SOUTH WEST
,145.05467,-37.69501,Pri/Sec,Northside Christian College,BUNDOORA
,144.99953,-37.74593,Pri/Sec,St John's College Preston,PRESTON
,145.26862,-37.78268,Primary,Good Shepherd Lutheran Primary School,CROYDON HILLS
,145.30513,-37.76357,Pri/Sec,Oxley Christian College,LILYDALE
,144.20542,-37.08849,Pri/Sec,Olivet Christian College,CAMPBELLS CREEK
,144.318,-38.09719,Pri/Sec,Covenant College,GEELONG
,146.86239,-36.12962,Secondary,Catholic College Wodonga,WODONGA
,144.8501,-37.78586,Secondary,Caroline Chisholm Catholic College,BRAYBROOK
,143.79995,-37.55349,Primary,St Thomas More School,BALLARAT WEST
,145.39586,-37.79052,Primary,St Mary's School,MOUNT EVELYN
,145.21859,-37.7733,Primary,St Anne's School,PARK ORCHARDS
,146.51105,-38.18765,Primary,St Gabriel's School,TRARALGON WEST
,144.93137,-37.5986,Primary,Our Lady's School,CRAIGIEBURN
,145.14587,-38.17205,Primary,St Augustine's School,FRANKSTON SOUTH
,145.05891,-37.66499,Primary,St Francis of Assisi School,MILL PARK
,145.08073,-37.7034,Secondary,Loyola College,WATSONIA
,144.55041,-37.67725,Secondary,St Francis Catholic College,MELTON
,145.27232,-38.48834,Pri/Sec,Newhaven College,RHYLL
,141.58984,-38.35679,Primary,St John's Lutheran School,PORTLAND
,144.31307,-38.18524,Pri/Sec,Christian College Geelong,HIGHTON
,145.33887,-37.78785,Pri/Sec,Billanook College,MOOROOLBARK
,144.97981,-37.78917,Primary,Fitzroy Community School,FITZROY NORTH
,145.25793,-37.98052,Primary,St Paul Apostle South School,ENDEAVOUR HILLS
,145.10719,-37.93489,Primary,St Andrew's School,CLAYTON SOUTH
,145.10114,-38.19773,Primary,St Thomas More's School,MOUNT ELIZA
,145.20774,-36.0586,Primary,St Francis' School,NATHALIA
,144.27158,-36.76553,Pri/Sec,Creek Street Christian College,BENDIGO
,142.04149,-37.77083,Pri/Sec,Good Shepherd College,HAMILTON
,145.13879,-37.61346,Pri/Sec,Plenty Valley Christian College,DOREEN
,144.68749,-37.85729,Primary,St James the Apostle School,HOPPERS CROSSING NORTH
,145.24533,-37.92568,Primary,St Simon's School,ROWVILLE
,144.7917,-37.87515,Primary,Queen of Peace Primary School,ALTONA MEADOWS
,145.31501,-38.02597,Primary,Don Bosco School,NARRE WARREN
,144.54016,-38.26078,Primary,Our Lady Star of the Sea School,OCEAN GROVE
,144.77101,-37.69914,Secondary,Catholic Regional College Institute of Training,SYDENHAM
,144.80506,-37.69994,Secondary,Catholic Regional College North Keilor,TAYLORS LAKES
,145.29449,-37.76375,Primary,Village School,WONGA PARK
,145.16302,-38.17863,Pri/Sec,Bayside Christian College,FRANKSTON
,142.12879,-34.2016,Pri/Sec,Trinity Lutheran College,MILDURA
,145.41558,-36.32748,Pri/Sec,Goulburn Valley Grammar School,SHEPPARTON
,145.2192,-37.86547,Pri/Sec,The Knox School,WANTIRNA SOUTH
,144.68133,-37.88132,Pri/Sec,Heathdale Christian College,WERRIBEE
,145.3638,-38.08468,Pri/Sec,Hillcrest Christian College,CLYDE NORTH
,145.93042,-38.14781,Pri/Sec,St Paul's Anglican Grammar School,WARRAGUL
,144.83586,-37.7684,Primary,Sunshine Christian School,SUNSHINE
,145.46732,-38.0619,Pri/Sec,Beaconhills College,PAKENHAM
,145.31893,-37.82914,Primary,Ghilgai School,KILSYTH
,145.31084,-37.8539,Primary,St Bernadette's Catholic Primary School,THE BASIN
,145.00324,-37.6656,Primary,St Catherine's School,LALOR WEST
,144.39058,-38.01519,Primary,St Anthony's School,LARA
,145.11454,-37.50906,Primary,St Mary's School,WHITTLESEA
,145.15431,-37.76748,Primary,St Charles Borromeo School,TEMPLESTOWE
,144.73176,-36.14482,Pri/Sec,River City Christian College,ECHUCA
,145.34623,-37.9189,Pri/Sec,Belgrave Heights Christian School,BELGRAVE HEIGHTS
,145.08282,-37.89591,Pri/Sec,Oakleigh Grammar,OAKLEIGH
,143.91342,-35.73042,Pri/Sec,Kerang Christian College,KERANG
,145.24464,-37.87387,Pri/Sec,St Andrews Christian College,KNOX CITY CENTRE
,145.87712,-38.14284,Pri/Sec,Chairo Christian School,DROUIN
,144.96612,-37.73633,Pri/Sec,Australian International Academy of Education,COBURG
,145.16798,-38.26212,Pri/Sec,Flinders Christian Community College,TYABB
,144.80435,-37.71462,Primary,St Mary MacKillop Primary School,KEILOR DOWNS
,144.5502,-37.67878,Primary,St Catherine of Siena School,MELTON WEST
,145.41206,-37.868,Primary,St Paul's School,MONBULK
,144.89754,-38.37133,Primary,Our Lady of Fatima School,ROSEBUD
,145.19051,-37.91781,Primary,St Justin's School,WHEELERS HILL
,146.88735,-36.15717,Pri/Sec,Grace Christian College Wodonga,LENEVA
,145.32174,-37.80656,Primary,St Richard's Primary School,KILSYTH
,145.24291,-37.87747,Primary,Holy Trinity School,WANTIRNA SOUTH
,144.56028,-37.70028,Pri/Sec,Melton Christian College,MELTON
,146.08574,-37.0614,Pri/Sec,Mansfield Rudolf Steiner School,MANSFIELD
,145.26266,-37.96753,Primary,St Paul Apostle North School,ENDEAVOUR HILLS
,144.66344,-37.90995,Primary,Corpus Christi School,WERRIBEE
,145.19546,-37.94023,Secondary,Nazareth College,WAVERLEY GARDENS
,144.31185,-38.32112,Primary,St Therese School,TORQUAY
,145.0194,-37.89244,Pri/Sec,Japanese School of Melbourne,CAULFIELD SOUTH
,145.96354,-38.46673,Secondary,Mary MacKillop Catholic Regional College,LEONGATHA
,142.50617,-38.36211,Pri/Sec,King's College,WARRNAMBOOL
,145.00522,-37.80366,Pri/Sec,Sophia Mundi Steiner School,ABBOTSFORD
,144.72202,-37.85265,Pri/Sec,Al-Taqwa College,HOPPERS CROSSING
,144.82318,-37.70656,Pri/Sec,Overnewton Anglican Community College,KEILOR
,145.17847,-38.10335,Primary,St Joachim's School,CARRUM DOWNS
,145.13546,-37.69844,Primary,Holy Trinity Primary School,ELTHAM NORTH
,144.88864,-37.65364,Primary,St Carlo Borromeo School,GREENVALE
,145.63116,-37.79444,Pri/Sec,Little Yarra Steiner School,YARRA JUNCTION
,143.5568,-35.34192,Secondary,St Mary MacKillop College,SWAN HILL
,145.2674,-38.03932,Primary,St Kevin's School,HAMPTON PARK
,144.43159,-37.69027,Pri/Sec,Bacchus Marsh Grammar,BACCHUS MARSH
,145.25687,-38.10841,Secondary,St Peter's College,CRANBOURNE
,145.1435,-38.0012,Pri/Sec,Lighthouse Christian College,KEYSBOROUGH
,145.03617,-37.78043,Pri/Sec,Alphington Grammar School,ALPHINGTON
,145.26724,-38.07727,Primary,St Therese's School,CRANBOURNE
,145.862,-38.13244,Primary,St Ita's School,DROUIN
,145.32507,-37.76461,Pri/Sec,Mooroolbark Grammar,MOOROOLBARK
,143.81724,-37.58019,Primary,Lumen Christi School,DELACOMBE
,144.15669,-37.08188,Pri/Sec,Castlemaine Steiner School & Kindergarten,CASTLEMAINE
,144.93121,-37.65583,Pri/Sec,St Mary's Coptic Orthodox College,DALLAS
,145.14863,-37.93904,Pri/Sec,Minaret College,SPRINGVALE
,146.84528,-36.11673,Pri/Sec,Victory Lutheran College,WODONGA WEST
,143.5465,-35.37756,Primary,Son Centre Christian College,SWAN HILL
,144.27273,-36.76261,Pri/Sec,Girton Grammar School,BENDIGO
,144.36129,-36.80447,Primary,St Francis of the Fields School,STRATHFIELDSAYE
,144.95481,-37.83616,Primary,Galilee Regional Catholic Primary School,SOUTH MELBOURNE
,145.2929,-38.1103,Pri/Sec,Casey Grammar School,CRANBOURNE EAST
,145.1684,-38.23365,Primary,St Brendan's School,SOMERVILLE
,145.31128,-37.99584,Primary,Mary MacKillop School,NARRE WARREN NORTH
,144.65866,-37.87559,Primary,Bethany Catholic Primary School,WERRIBEE NORTH
,144.31346,-36.78263,Pri/Sec,Victory Christian College,STRATHDALE
,144.93007,-37.66862,Pri/Sec,Ilim College,DALLAS
,144.91826,-37.68786,Secondary,Penola Catholic College,GLENROY
,144.93432,-37.62344,Primary,Good Samaritan Catholic Primary School,SOMERTON
,145.03133,-37.82708,Primary,Erasmus Primary School,HAWTHORN
,144.328,-38.10988,Pri/Sec,Kardinia International College,GEELONG
,144.59778,-37.45589,Primary,Holy Cross Primary School,NEW GISBORNE
,145.33695,-38.06977,Primary,St Catherine's Primary School,BERWICK
,144.6666,-37.85525,Pri/Sec,Good News Lutheran College,WERRIBEE
,144.93564,-37.68472,Pri/Sec,Sirius College,DALLAS
,144.77224,-37.7003,Primary,Emmaus Catholic Primary School,SYDENHAM
,144.70602,-37.5191,Pri/Sec,Red Rock Christian College,SUNBURY
,145.01947,-37.70438,Primary,Maharishi School of the Age of Enlightenment,BUNDOORA
,144.70206,-37.84768,Secondary,Thomas Carr College,TARNEIT
,144.55617,-38.18801,Primary,St Thomas Primary School,DRYSDALE
,145.41598,-36.35387,Pri/Sec,Shepparton Christian College Ltd,SHEPPARTON
,144.97169,-37.70518,Pri/Sec,Darul Ulum College of Victoria,FAWKNER
,145.62369,-38.08322,Pri/Sec,St Thomas Aquinas College,TYNONG
,147.57835,-37.84122,Pri/Sec,Bairnsdale Christian College,BAIRNSDALE
,145.03622,-37.73395,Pri/Sec,East Preston Islamic College,EAST PRESTON
,144.3249,-38.18552,Primary,Clairvaux Catholic School,BELMONT
,145.38821,-37.95976,Primary,Dandenong Ranges Steiner School,NARRE WARREN EAST
,144.8907,-37.62771,Pri/Sec,Aitken College,GREENVALE
,145.04517,-37.84322,Secondary,Alia College,HAWTHORN EAST
,143.8622,-37.64076,Primary,Ballarat Steiner School,BUNINYONG
,144.73744,-37.74772,Primary,Christ the Priest Catholic Primary School,CAROLINE SPRINGS
,144.27974,-38.26332,Primary,Freshwater Creek Steiner School,FRESHWATER CREEK
,144.60001,-37.45339,Pri/Sec,Gisborne Montessori School,GISBORNE
,145.17547,-38.01399,Pri/Sec,Mt Hira College,KEYSBOROUGH
,144.75334,-37.8926,Primary,Lumen Christi School,POINT COOK
,145.29799,-38.05539,Primary,Trinity Catholic Primary School,NARRE WARREN
,145.71586,-38.09326,Primary,Columba Catholic School,BUNYIP
,144.97056,-37.81154,Secondary,Stott's College,MELBOURNE
,144.5424,-37.6863,Pri/Sec,OneSchool Global Vic,MELTON WEST
,144.33029,-38.06714,Pri/Sec,Geelong Baptist College,LOVELY BANKS
,146.51425,-38.2009,Secondary,Lavalla Catholic College,TRARALGON
,142.14532,-34.24742,Pri/Sec,Mildura Christian College,IRYMPLE
,144.94274,-37.74119,Pri/Sec,Antonine College,MORELAND
,144.95442,-37.81289,Secondary,Ozford College,MELBOURNE
,144.98349,-37.87323,Pri/Sec,Yesodei HaTorah College,ELWOOD
,144.74715,-37.68792,Primary,Cana Catholic Primary School,HILLSIDE
,144.97227,-37.8103,Secondary,Holmes Grammar School,MELBOURNE
,145.41203,-36.32432,Primary,St Luke's Catholic Primary School,SHEPPARTON NORTH
,146.93993,-36.17389,Primary,"St Francis of Assisi Primary School, Wodonga",WODONGA
,145.09103,-37.64332,Pri/Sec,Marymede Catholic College,SOUTH MORANG
,144.72868,-37.89076,Primary,Stella Maris Catholic Primary School,POINT COOK
,145.45593,-38.06492,Pri/Sec,Lakeside College,PAKENHAM
,145.00824,-37.81585,Primary,Trinity Catholic School,RICHMOND
,146.69353,-36.36669,Primary,Beechworth Montessori School,BEECHWORTH
,145.03269,-38.27325,Pri/Sec,Balcombe Grammar School,MT MARTHA
,144.7396,-37.72888,Secondary,Catholic Regional College Caroline Springs,CAROLINE SPRINGS
,143.84381,-37.59292,Pri/Sec,Ballarat Christian College,SEBASTOPOL
,144.98277,-37.77883,Primary,Deutsche Schule Melbourne,NORTH FITZROY
,143.87158,-37.61258,Primary,Emmaus Catholic Primary School,MOUNT CLEAR
,144.90947,-37.61532,Secondary,Kolbe Catholic College,CRAIGIEBURN
,144.93125,-37.56798,Pri/Sec,Hume Anglican Grammar,CRAIGIEBURN
,145.3073,-38.14,Pri/Sec,Lighthouse Christian College Cranbourne,CRANBOURNE
,144.93276,-37.57522,Primary,Mother Teresa School,CRAIGIEBURN
,144.33707,-38.23046,Pri/Sec,Geelong Lutheran College,GEELONG
,144.60622,-37.87585,Primary,Our Lady of the Southern Cross,WERRIBEE
,144.16595,-37.34233,Primary,Daylesford Dharma School,DAYLESFORD
,144.73671,-37.71349,Primary,St George Preca School,CAROLINE SPRINGS
,145.0906,-37.59574,Primary,St Joseph's School,MERNDA
,145.03753,-37.62426,Pri/Sec,Al Siraat College,EPPING
,145.17465,-38.1926,Pri/Sec,Woodleigh School,LANGWARRIN SOUTH
,145.4017,-36.37766,Secondary,Shepparton ACE Secondary College,SHEPPARTON
,145.40567,-38.05462,Primary,St Brigid's School,OFFICER
,145.25248,-38.05901,Primary,St Francis de Sales Catholic Primary School,LYNBROOK
,144.76052,-37.79068,Primary,St Lawrence Catholic Primary School,DERRIMUT
,145.28649,-37.88729,Pri/Sec,Heritage College Knox,BORONIA
,144.97709,-37.83359,Pri/Sec,Melbourne Grammar School,MELBOURNE
,144.66038,-37.85424,Pri/Sec,Islamic College of Melbourne,TARNEIT
,144.7396,-37.71396,Pri/Sec,Southern Cross Grammar,CAROLINE SPRINGS
,145.14876,-38.0492,Pri/Sec,Cornish College,BANGHOLME
,145.02567,-37.88817,Pri/Sec,Melbourne Montessori School,CAULFIELD SOUTH
,144.69823,-37.84829,Primary,St Francis of Assisi Catholic Primary School,TARNEIT
,144.92926,-37.69777,Pri/Sec,Glenroy Private,GLENROY
,146.32991,-36.38595,Pri/Sec,Cathedral College Wangaratta,WANGARATTA
,145.94392,-38.54791,Primary,Koonwarra Village School,KOONWARRA
,145.03508,-37.9036,Pri/Sec,Divrei Emineh,ELSTERNWICK
,147.6078,-37.82106,Primary,Wild Cherry School,BAIRNSDALE
,145.99668,-36.55392,Pri/Sec,Australian Christian College Hume,BENALLA
,145.0126,-37.626,Primary,St Mary of the Cross MacKillop Catholic Parish Primary School,EPPING NORTH
,144.76595,-37.9088,Primary,St Mary of the Cross Catholic Primary School,POINT COOK
,145.31704,-38.11617,Primary,St Thomas the Apostle Catholic Primary School,CLYDE
,144.66571,-37.83342,Primary,St John the Apostle Catholic Primary School,WERRIBEE PLAZA
,144.72821,-37.84381,Primary,St Clare's Catholic Primary School,TRUGANINA SOUTH
,145.43271,-38.06277,Primary,St Clare's Primary School,OFFICER
,145.11522,-37.59693,Primary,St Paul the Apostle Catholic Primary School,DOREEN
,145.66006,-35.92428,Pri/Sec,Cobram Anglican Grammar School,COBRAM
,144.22169,-36.73171,Pri/Sec,Marist College Bendigo,MAIDEN GULLY
,145.11136,-37.95784,Pri/Sec,Heatherton Christian College,CLARINDA
,144.53319,-37.4457,Pri/Sec,Alice Miller School,ROMSEY
,145.14879,-37.96694,Primary,Hoa Nghiem Primary School,SPRINGVALE SOUTH
,144.56548,-37.70712,Pri/Sec,Al Iman College,MELTON SOUTH
,145.35199,-37.78489,Pri/Sec,Edinburgh College,LILYDALE
,145.31587,-37.97749,Pri/Sec,Harkaway Hills College,NARRE WARREN NORTH
,144.9052,-37.86311,Primary,Newmark Primary,WILLIAMSTOWN
,145.2016,-38.50808,Primary,Phillip Island Village School,KOONWARRA
,145.05401,-37.83071,Secondary,SEDA College (Victoria),CAMBERWELL
,143.78041,-37.54597,Primary,Siena Catholic Primary School,ALFREDTON
,144.99191,-37.86057,Pri/Sec,Cheder Levi Yitzchok Inc,ST KILDA
,144.8961,-37.58197,Primary,Oscar Romero Catholic Primary School,CRAIGIEBURN
,144.1701,-38.04693,Primary,St Mary MacKillop Catholic Primary School,BANNOCKBURN
,144.99984,-37.4241,Primary,Our Lady of the Way Catholic Primary School,WALLAN
,144.33228,-38.30332,Primary,Lisieux Catholic Primary School,TORQUAY
,145.2398,-38.4637,Primary,Our Lady Star of the Sea Catholic Primary School,COWES
,145.32148,-37.86007,Pri/Sec,Fernbrook School,THE BASIN
,145.40034,-36.43612,Pri/Sec,St Anne's College,KIALLA
,144.70532,-37.58479,Primary,Holy Trinity Catholic Primary School,SUNBURY
,145.03178,-37.61582,Primary,Glowrey Catholic Primary School,WOLLERT
,145.13932,-37.94484,Primary,Fitra Community School,CLAYTON SOUTH
,145.37876,-38.10602,Primary,Clyde Grammar,CLYDE NORTH
,144.36945,-38.24009,Primary,St Catherine of Siena Catholic Primary School,ARMSTRONG CREEK
,145.55883,-38.52856,Secondary,Village High School,WONTHAGGI
,144.35671,-38.21912,Secondary,Iona College Geelong,CHARLEMONT
,144.57797,-37.68674,Secondary,Djerriwarrh Community & Education Services | Djerriwarrh Community College,MELTON
,144.61028,-37.9033,Primary,St Josephs Catholic Primary School,WERRIBEE
,144.96665,-37.83731,Secondary,Youth2Industry College,SOUTH MELBOURNE
,145.96161,-38.14153,Primary,St Angela of the Cross Primary School,WARRAGUL
,144.92369,-37.67575,Primary,My College,DALLAS
,144.28535,-38.17178,Primary,Woodline Primary,CERES
,144.99848,-37.82191,Secondary,Ignatius Learning Centre,RICHMOND
,144.60498,-37.68243,Pri/Sec,Muhammadiyah Australia College,MELTON
,144.57246,-37.73305,Primary,St Lawrence of Brindisi Catholic Primary School,WEIR VIEWS
,145.31604,-37.97748,Primary,Lysterfield Lake College,NARRE WARREN NORTH
,145.08148,-37.64875,Secondary,Plenty River College,SOUTH MORANG
,144.9052,-37.53046,Primary,Holy Cross Catholic Primary School,MICKLEHAM
,145.31589,-37.97324,Primary,Sidrah Gardens School,NARRE WARREN NORTH
,145.29327,-37.88319,Secondary,Mountain District Community College,FERNTREE GULLY
,144.88566,-37.62974,Primary,Mary Queen of Heaven Catholic Primary School,GREENVALE
